"scraping_id","listing","city","lon","lat","mapped_location","name","capacity","bathrooms","bedrooms","has_pool","cleaning_fee","is_superhost","host_name"
"135","https://www.airbnb.com/rooms/16321622","Phoenix","-112.03899207667","33.6293157670941","https://maps.google.com/maps?q=33.62931576709408432,-112.03899207666972870","Private Guest House - Discounted Week Long Stays","4","1","2","1","5","1","Donna"
"136","https://www.airbnb.com/rooms/5395245","Scottsdale","-111.91901738609","33.5082389127181","https://maps.google.com/maps?q=33.50823891271807753,-111.91901738608981987","Old Town Scottsdale,newly renovated","4","1","1","1","100","0","John"
"137","https://www.airbnb.com/rooms/19200536","Mesa","-111.808228405736","33.424670264713","https://maps.google.com/maps?q=33.42467026471301494,-111.80822840573586063","2bd/2bath condo near Cubs/Angel training in Mesa","6","2","2","1",(NULL),"1","Shawn"
"138","https://www.airbnb.com/rooms/19966396","Glendale","-112.162742185191","33.545851440628","https://maps.google.com/maps?q=33.54585144062796331,-112.16274218519097872","BEAUTIFUL GLENDALE LOFT","5","1","2","1","350","0","Goran"
"139","https://www.airbnb.com/rooms/20931927","Phoenix","-112.072973","33.576698","https://maps.google.com/maps?q=33.57669800000000000,-112.07297300000000000","Modern Mountain Estate Hike Bike Hot Tub & Theater","12","3.5","4","0","150","1","Adam"
"141","https://www.airbnb.com/rooms/19929278","Phoenix","-112.090613634249","33.4511742902724","https://maps.google.com/maps?q=33.45117429027244782,-112.09061363424945057","HISTORIC Artistic Desert Vibez, Downtown Phoenix","9","2.5","2","0","50","0","AJ & Dina"
"142","https://www.airbnb.com/rooms/17692109","Scottsdale","-111.920850711146","33.4670797686077","https://maps.google.com/maps?q=33.46707976860773925,-111.92085071114604489","Updated Scottsdale Home near ASU and Old Town","8","2","4","0","75","0","Bart"
"143","https://www.airbnb.com/rooms/16632093","Scottsdale","-111.914857491307","33.5356876657084","https://maps.google.com/maps?q=33.53568766570839443,-111.91485749130660565","Sparkling Pool, Hot Tub, Next to Golf, Best Area!","6","2","2","1","135","0","Barbara"
"144","https://www.airbnb.com/rooms/20946234","Scottsdale","-111.907388341799","33.4737643791555","https://maps.google.com/maps?q=33.47376437915545466,-111.90738834179921923","Luxury Scottsdale House w/ Yard & Covered Patio!","10","2.5","4","0","257","0","Evolve Vacation Rental"
"145","https://www.airbnb.com/rooms/8188543","Phoenix","-112.021853084064","33.4915193270587","https://maps.google.com/maps?q=33.49151932705869683,-112.02185308406365039","Hip Guest House Centrally Located","4","1","1","0","60","1","Pete"
"146","https://www.airbnb.com/rooms/19335536","Phoenix","-112.046405177335","33.5038843156388","https://maps.google.com/maps?q=33.50388431563876424,-112.04640517733507465","Nice Contemporary Condo in the Biltmore Area!","4","1","1","1","35","0","April"
"147","https://www.airbnb.com/rooms/4625245","Scottsdale","-111.911634501854","33.4699442688471","https://maps.google.com/maps?q=33.46994426884707252,-111.91163450185398176","NEAR ScottsdaleBARS/POOL PARTIES-PoolTablePingPong","14","2","3","0","250","0","Sunny"
"148","https://www.airbnb.com/rooms/20592983","Scottsdale","-111.938138639859","33.5054895230342","https://maps.google.com/maps?q=33.50548952303419981,-111.93813863985911894","LUXURY 3BR TOWNHOME- HOT TUB+HEATED POOL+TENNIS","8","2","3","1","125","0","Leslie"
"149","https://www.airbnb.com/rooms/20605660","Phoenix","-112.01925287317","33.6079893971348","https://maps.google.com/maps?q=33.60798939713478006,-112.01925287317034474","Trendy 3bd home in great central neighborhood!","6","2","3","0","29","1","Bryce"
"150","https://www.airbnb.com/rooms/5402739","Scottsdale","-111.911530420678","33.4898679743576","https://maps.google.com/maps?q=33.48986797435756557,-111.91153042067806211","Old Town Scottsdale condo","6","2","2","1","130","1","Evan"
"151","https://www.airbnb.com/rooms/19220903","Scottsdale","-111.965414885124","33.5813864314511","https://maps.google.com/maps?q=33.58138643145105107,-111.96541488512430362","Gorgeous views - Scottsdale / Paradise Valley","6","2","3","1","150","1","Kelly"
"153","https://www.airbnb.com/rooms/14517174","Phoenix","-111.999731875893","33.5855293500534","https://maps.google.com/maps?q=33.58552935005341311,-111.99973187589269230","Paradise Valley Beauty - Fantastic Pool & Backyard","6","2","3","1","60","1","Charles"
"154","https://www.airbnb.com/rooms/20902880","Phoenix","-111.991529976289","33.5092435808136","https://maps.google.com/maps?q=33.50924358081358889,-111.99152997628928574","Beautiful Arcadia Condo by Camelback Mountain","4","2","2","1","100","0","Sue"
"155","https://www.airbnb.com/rooms/3101575","Scottsdale","-111.922694101856","33.5079464270435","https://maps.google.com/maps?q=33.50794642704348547,-111.92269410185623713","Spacious-Spotless Villa, Heart of Scottsdale","6","3","3","1","100","1","Paul And Rosemary"
"156","https://www.airbnb.com/rooms/19575116","Scottsdale","-111.887834066665","33.6020419177948","https://maps.google.com/maps?q=33.60204191779482841,-111.88783406666505016","Art Music House + Recording Studio","6","2","3","1","0","0","Mark"
"157","https://www.airbnb.com/rooms/10294745","Tempe","-111.953153271372","33.4151299918234","https://maps.google.com/maps?q=33.41512999182344146,-111.95315327137198835","4 bedroom,  Modern house near ASU!","9","2","4","0","105","1","Jakob"
"158","https://www.airbnb.com/rooms/11326095","Scottsdale","-111.856214754876","33.6143824618775","https://maps.google.com/maps?q=33.61438246187751133,-111.85621475487607768","Scottsdale -McDowell Mountain Ranch","8","2","4","1","150","1","Scott"
"159","https://www.airbnb.com/rooms/20269524","Phoenix","-112.030845952404","33.4843033826202","https://maps.google.com/maps?q=33.48430338262016903,-112.03084595240407850","Duke of Earll Estate","7","2","3","1","150","0","Shawn"
"160","https://www.airbnb.com/rooms/19571590","Scottsdale","-111.882596907885","33.5707267042752","https://maps.google.com/maps?q=33.57072670427515959,-111.88259690788514433","Clean McCormick 2bd Condo Mayo Ironwood Scottsdale","6","2","2","1","100","0","Rebecca"
"161","https://www.airbnb.com/rooms/19738659","Mesa","-111.791605","33.400374","https://maps.google.com/maps?q=33.40037400000000000,-111.79160500000000000","Comfortable, Quiet, Peaceful Home","8","2","3","0","100","0","Theodore"
"162","https://www.airbnb.com/rooms/19198773","Gilbert","-111.752800776918","33.3139653223284","https://maps.google.com/maps?q=33.31396532232842844,-111.75280077691846259","4 Bedrooms-Pool-Next to San Tan Village-Breakfast","10","2","4","1","50","0","Victoria"
"163","https://www.airbnb.com/rooms/18544116","Tempe","-111.924408259516","33.4342774156677","https://maps.google.com/maps?q=33.43427741566768674,-111.92440825951635475","New to Air BnB!! Beautiful Tempe Lakeside Condo!!","6","2","2","1","95","1","Bart"
"164","https://www.airbnb.com/rooms/17047255","Scottsdale","-111.917724687653","33.5015359146321","https://maps.google.com/maps?q=33.50153591463209324,-111.91772468765259418","Old Town Oasis, 2+bd/2ba, walk to everything!","6","2","2","1","60","1","Leah"
"165","https://www.airbnb.com/rooms/20218677","Phoenix","-112.018764336552","33.3798407311856","https://maps.google.com/maps?q=33.37984073118564510,-112.01876433655242238","Upscale 3BR Phoenix Townhouse Near Golf & Downtown Area!","6","2.5","3","1","125","0","Evolve Vacation Rental"
"166","https://www.airbnb.com/rooms/16122710","Scottsdale","-111.900458886516","33.5320653224042","https://maps.google.com/maps?q=33.53206532240417204,-111.90045888651620487","Fun Mid Century with the accent on Modern!","8","2","3","0","85","1","James"
"167","https://www.airbnb.com/rooms/8370451","Tempe","-111.932962735999","33.3501134716045","https://maps.google.com/maps?q=33.35011347160450157,-111.93296273599909796","Best Bang 4ur $ !! FAMILY /PET friendly 
Pool home","14","2","3","1","149","0","Kathryn"
"168","https://www.airbnb.com/rooms/15537330","Scottsdale","-111.922135415053","33.4515624865046","https://maps.google.com/maps?q=33.45156248650457087,-111.92213541505296348","Spacious, Family-Friendly Scottsdale Home w/ Pool","6","2","3","1","175","1","Mark And Phylicia"
"169","https://www.airbnb.com/rooms/7542937","Scottsdale","-111.878602936892","33.5825555680222","https://maps.google.com/maps?q=33.58255556802218678,-111.87860293689199409","Inviting Scottsdale Ranch Retreat","7","2","3","1","150","1","Chris"
