element_id,is mobile ( 1),CVR estimation 1 ,CVR estimation 2 
147556,1,0.01505345,0.0124
147566,,0.02983747,0.057
147566,1,0.01505345,0.0124
147567,,0.02983747,0.057
147567,1,0.01505345,0.0124
147570,,0.02983747,0.057
147570,1,0.01505345,0.0124
147573,,0.02983747,0.057
147573,1,0.01505345,0.0124
147574,,0.02983747,0.057
147574,1,0.01505345,0.0124
147582,,0.02983747,0.057
147582,1,0.01505345,0.0124
147584,,0.02983747,0.057
147584,1,0.01505345,0.0124
147585,,0.02983747,0.057
147585,1,0.01505345,0.0124
147591,,0.02983747,0.057
147591,1,0.01505345,0.0124
147606,,0.02983747,0.057
147606,1,0.01505345,0.0124
147627,,0.02983747,0.057
147627,1,0.01505345,0.0124
147634,,0.02983747,0.057
147634,1,0.01505345,0.0124
147642,,0.02983747,0.057
147642,1,0.01505345,0.0124
147914,,0.02983747,0.057
147914,1,0.01505345,0.0124
147916,,0.02983747,0.057
147916,1,0.01505345,0.0124
147931,,0.02983747,0.057
147931,1,0.01505345,0.0124
147937,,0.02983747,0.057
147937,1,0.01505345,0.0124
148085,,0.02983747,0.057
148085,1,0.01505345,0.0124
148160,,0.02983747,0.057
148160,1,0.01505345,0.0124
148524,,0.02983747,0.057
148524,1,0.01505345,0.0124
148531,,0.02983747,0.057
148531,1,0.01505345,0.0124
148579,,0.02983747,0.057
148579,1,0.01505345,0.0124
148990,,0.02983747,0.057
148990,1,0.01505345,0.0124
148993,,0.02983747,0.057
148993,1,0.01505345,0.0124
148999,,0.02983747,0.057
148999,1,0.01505345,0.0124
149003,,0.02983747,0.057
149003,1,0.01505345,0.0124
149004,,0.02983747,0.057
149004,1,0.01505345,0.0124
149016,,0.02983747,0.057
149016,1,0.01505345,0.0124
149020,,0.02983747,0.057
149020,1,0.01505345,0.0124
149158,,0.02983747,0.057
149158,1,0.01505345,0.0124
149161,,0.02983747,0.057
149161,1,0.01505345,0.0124
149248,,0.02983747,0.057
149248,1,0.01505345,0.0124
149262,,0.02983747,0.057
149262,1,0.01505345,0.0124
149263,,0.02983747,0.057
149263,1,0.01505345,0.0124
149264,,0.02983747,0.057
149264,1,0.01505345,0.0124
149265,,0.02983747,0.057
149265,1,0.01505345,0.0124
149285,,0.02983747,0.057
149285,1,0.01505345,0.0124
149286,,0.02983747,0.057
149286,1,0.01505345,0.0124
149288,,0.02983747,0.057
149288,1,0.01505345,0.0124
149289,,0.02983747,0.057
149289,1,0.01505345,0.0124
149290,,0.02983747,0.057
149290,1,0.01505345,0.0124
149291,,0.02983747,0.057
149291,1,0.01505345,0.0124
149292,,0.02983747,0.057
149292,1,0.01505345,0.0124
149306,,0.02983747,0.057
149306,1,0.01505345,0.0124
149307,,0.02983747,0.057
149307,1,0.01505345,0.0124
149308,,0.02983747,0.057
149308,1,0.01505345,0.0124
149311,,0.02983747,0.057
149311,1,0.01505345,0.0124
149312,,0.02983747,0.057
149312,1,0.01505345,0.0124
149316,,0.02983747,0.057
149316,1,0.01505345,0.0124
149317,,0.02983747,0.057
149317,1,0.01505345,0.0124
149319,,0.02983747,0.057
149319,1,0.01505345,0.0124
149321,,0.02983747,0.057
149321,1,0.01505345,0.0124
149323,,0.02983747,0.057
149323,1,0.01505345,0.0124
149324,,0.02983747,0.057
149324,1,0.01505345,0.0124
149326,,0.02983747,0.057
149326,1,0.01505345,0.0124
149328,,0.02983747,0.057
149328,1,0.01505345,0.0124
149335,,0.02983747,0.057
149335,1,0.01505345,0.0124
149336,,0.02983747,0.057
149336,1,0.01505345,0.0124
149339,,0.02983747,0.057
149339,1,0.01505345,0.0124
149340,,0.02983747,0.057
149340,1,0.01505345,0.0124
149346,,0.02983747,0.057
149346,1,0.01505345,0.0124
149347,,0.02983747,0.057
149347,1,0.01505345,0.0124
149353,,0.02983747,0.057
149353,1,0.01505345,0.0124
149355,,0.02983747,0.057
149355,1,0.01505345,0.0124
149362,,0.02983747,0.057
149362,1,0.01505345,0.0124
149368,,0.02983747,0.057
149368,1,0.01505345,0.0124
149369,,0.02983747,0.057
149369,1,0.01505345,0.0124
149370,,0.02983747,0.057
149370,1,0.01505345,0.0124
149381,,0.02983747,0.057
149381,1,0.01505345,0.0124
149383,,0.02983747,0.057
149383,1,0.01505345,0.0124
149384,,0.02983747,0.057
149384,1,0.01505345,0.0124
149385,,0.02983747,0.057
149385,1,0.01505345,0.0124
149388,,0.02983747,0.057
149388,1,0.01505345,0.0124
149392,,0.02983747,0.057
149392,1,0.01505345,0.0124
149393,,0.02983747,0.057
149393,1,0.01505345,0.0124
149417,,0.02983747,0.057
149417,1,0.01505345,0.0124
149420,,0.02983747,0.057
149420,1,0.01505345,0.0124
149421,,0.02983747,0.057
149421,1,0.01505345,0.0124
149427,,0.02983747,0.057
149427,1,0.01505345,0.0124
149428,,0.02983747,0.057
149428,1,0.01505345,0.0124
149430,,0.02983747,0.057
149430,1,0.01505345,0.0124
149494,,0.02983747,0.057
149494,1,0.01505345,0.0124
149497,,0.02983747,0.057
149497,1,0.01505345,0.0124
149502,,0.02983747,0.057
149502,1,0.01505345,0.0124
149531,,0.02983747,0.057
149531,1,0.01505345,0.0124
149533,,0.02983747,0.057
149533,1,0.01505345,0.0124
149538,,0.02983747,0.057
149538,1,0.01505345,0.0124
149539,,0.02983747,0.057
149539,1,0.01505345,0.0124
149540,,0.02983747,0.057
149540,1,0.01505345,0.0124
149725,,0.02983747,0.057
149725,1,0.01505345,0.0124
149738,,0.02983747,0.057
149738,1,0.01505345,0.0124
149741,,0.02983747,0.057
149741,1,0.01505345,0.0124
149742,,0.02983747,0.057
149742,1,0.01505345,0.0124
149744,,0.02983747,0.057
149744,1,0.01505345,0.0124
149747,,0.02983747,0.057
149747,1,0.01505345,0.0124
149749,,0.02983747,0.057
149749,1,0.01505345,0.0124
150091,,0.02983747,0.057
150091,1,0.01505345,0.0124
150095,,0.02983747,0.057
150095,1,0.01505345,0.0124
150098,,0.02983747,0.057
150098,1,0.01505345,0.0124
150100,,0.02983747,0.057
150100,1,0.01505345,0.0124
150101,,0.02983747,0.057
150101,1,0.01505345,0.0124
150102,,0.02983747,0.057
150102,1,0.01505345,0.0124
150104,,0.02983747,0.057
150104,1,0.01505345,0.0124
150108,,0.02983747,0.057
150108,1,0.01505345,0.0124
150111,,0.02983747,0.057
150111,1,0.01505345,0.0124
150120,,0.02983747,0.057
150120,1,0.01505345,0.0124
150122,,0.02983747,0.057
150122,1,0.01505345,0.0124
150127,,0.02983747,0.057
150127,1,0.01505345,0.0124
150131,,0.02983747,0.057
150131,1,0.01505345,0.0124
150132,,0.02983747,0.057
150132,1,0.01505345,0.0124
150137,,0.02983747,0.057
150137,1,0.01505345,0.0124
150139,,0.02983747,0.057
150139,1,0.01505345,0.0124
150143,,0.02983747,0.057
150143,1,0.01505345,0.0124
150144,,0.02983747,0.057
150144,1,0.01505345,0.0124
150145,,0.02983747,0.057
150145,1,0.01505345,0.0124
150149,,0.02983747,0.057
150149,1,0.01505345,0.0124
150154,,0.02983747,0.057
150154,1,0.01505345,0.0124
150157,,0.02983747,0.057
150157,1,0.01505345,0.0124
150165,,0.02983747,0.057
150165,1,0.01505345,0.0124
150166,,0.02983747,0.057
150166,1,0.01505345,0.0124
150170,,0.02983747,0.057
150170,1,0.01505345,0.0124
150178,,0.02983747,0.057
150178,1,0.01505345,0.0124
150180,,0.02983747,0.057
150180,1,0.01505345,0.0124
150230,,0.02983747,0.057
150230,1,0.01505345,0.0124
150237,,0.02983747,0.057
150237,1,0.01505345,0.0124
150238,,0.02983747,0.057
150238,1,0.01505345,0.0124
150365,,0.02983747,0.057
150365,1,0.01505345,0.0124
150384,,0.02983747,0.057
150384,1,0.01505345,0.0124
150633,,0.02983747,0.057
150633,1,0.01505345,0.0124
150638,,0.02983747,0.057
150638,1,0.01505345,0.0124
150639,,0.02983747,0.057
150639,1,0.01505345,0.0124
150642,,0.02983747,0.057
150642,1,0.01505345,0.0124
150646,,0.02983747,0.057
150646,1,0.01505345,0.0124
150726,,0.02983747,0.057
150726,1,0.01505345,0.0124
150729,,0.02983747,0.057
150729,1,0.01505345,0.0124
151182,,0.02983747,0.057
151182,1,0.01505345,0.0124
151184,,0.02983747,0.057
151184,1,0.01505345,0.0124
151185,,0.02983747,0.057
151185,1,0.01505345,0.0124
151186,,0.02983747,0.057
151186,1,0.01505345,0.0124
151191,,0.02983747,0.057
151191,1,0.01505345,0.0124
151193,,0.02983747,0.057
151193,1,0.01505345,0.0124
151551,,0.02983747,0.057
151551,1,0.01505345,0.0124
151553,,0.02983747,0.057
151553,1,0.01505345,0.0124
151562,,0.02983747,0.057
151562,1,0.01505345,0.0124
151564,,0.02983747,0.057
151564,1,0.01505345,0.0124
151565,,0.02983747,0.057
151565,1,0.01505345,0.0124
151609,,0.02983747,0.057
151609,1,0.01505345,0.0124
151613,,0.02983747,0.057
151613,1,0.01505345,0.0124
151785,,0.02983747,0.057
151785,1,0.01505345,0.0124
151786,,0.02983747,0.057
151786,1,0.01505345,0.0124
151787,,0.02983747,0.057
151787,1,0.01505345,0.0124
151788,,0.02983747,0.057
151788,1,0.01505345,0.0124
151975,,0.02983747,0.057
151975,1,0.01505345,0.0124
151977,,0.02983747,0.057
151977,1,0.01505345,0.0124
152158,,0.02983747,0.057
152158,1,0.01505345,0.0124
152161,,0.02983747,0.057
152161,1,0.01505345,0.0124
152163,,0.02983747,0.057
152163,1,0.01505345,0.0124
152164,,0.02983747,0.057
152164,1,0.01505345,0.0124
152165,,0.02983747,0.057
152165,1,0.01505345,0.0124
152169,,0.02983747,0.057
152169,1,0.01505345,0.0124
152171,,0.02983747,0.057
152171,1,0.01505345,0.0124
152411,,0.02983747,0.057
152411,1,0.01505345,0.0124
152412,,0.02983747,0.057
152412,1,0.01505345,0.0124
152413,,0.02983747,0.057
152413,1,0.01505345,0.0124
152414,,0.02983747,0.057
152414,1,0.01505345,0.0124
152415,,0.02983747,0.057
152415,1,0.01505345,0.0124
152423,,0.02983747,0.057
152423,1,0.01505345,0.0124
157817,,0.02983747,0.057
157817,1,0.01505345,0.0124
157818,,0.02983747,0.057
157818,1,0.01408648,0.0124
157819,,0.02983747,0.057
157819,1,0.01505345,0.0124
157821,,0.02983747,0.057
157821,1,0.01505345,0.0124
157822,,0.02983747,0.057
157822,1,0.01505345,0.0124
157848,,0.02983747,0.057
157848,1,0.01505345,0.0124
157852,,0.02983747,0.057
157852,1,0.01505345,0.0124
157857,,0.02983747,0.057
157857,1,0.01455392,0.0124
157858,,0.02902789,0.057
157858,1,0.01455392,0.0124
157859,,0.02983747,0.057
157859,1,0.01455392,0.0124
157861,,0.02826108,0.057
157861,1,0.01505345,0.0124
157866,,0.02983747,0.057
157866,1,0.01505345,0.0124
157877,,0.02983747,0.057
157877,1,0.01455392,0.0124
157883,,0.02983747,0.057
157883,1,0.01323624,0.0124
157884,,0.02983747,0.057
157884,1,0.01505345,0.0124
157913,,0.02983747,0.057
157913,1,0.01505345,0.0124
157915,,0.02902789,0.057
157915,1,0.01323624,0.0124
157917,,0.02983747,0.057
157917,1,0.01505345,0.0124
157930,,0.02983747,0.057
157930,1,0.01505345,0.0124
157947,,0.02983747,0.057
157947,1,0.01505345,0.0124
157948,,0.02983747,0.057
157948,1,0.01505345,0.0124
